,background,Supportedrearing,Unsupportedrearing,Grooming,Digging
1149,1,0,0,0,0
1150,1,0,0,0,0
1151,1,0,0,0,0
1152,1,0,0,0,0
1153,1,0,0,0,0
1154,1,0,0,0,0
1155,1,0,0,0,0
1156,1,0,0,0,0
1157,1,0,0,0,0
1158,1,0,0,0,0
1159,1,0,0,0,0
1160,1,0,0,0,0
1161,1,0,0,0,0
1162,1,0,0,0,0
1163,1,0,0,0,0
1164,1,0,0,0,0
1165,1,0,0,0,0
1166,1,0,0,0,0
1167,1,0,0,0,0
1168,1,0,0,0,0
1169,1,0,0,0,0
1170,1,0,0,0,0
1171,1,0,0,0,0
1172,1,0,0,0,0
1173,1,0,0,0,0
1174,1,0,0,0,0
1175,1,0,0,0,0
1176,1,0,0,0,0
1177,1,0,0,0,0
1178,1,0,0,0,0
1179,1,0,0,0,0
1180,1,0,0,0,0
1181,1,0,0,0,0
1182,1,0,0,0,0
1183,1,0,0,0,0
1184,1,0,0,0,0
1185,1,0,0,0,0
1186,1,0,0,0,0
1187,1,0,0,0,0
1188,1,0,0,0,0
1189,1,0,0,0,0
1190,1,0,0,0,0
1191,1,0,0,0,0
1192,1,0,0,0,0
1193,1,0,0,0,0
1194,1,0,0,0,0
1195,1,0,0,0,0
1196,1,0,0,0,0
1197,1,0,0,0,0
1198,1,0,0,0,0
1199,1,0,0,0,0
1200,1,0,0,0,0
1201,1,0,0,0,0
1202,1,0,0,0,0
1203,1,0,0,0,0
1204,1,0,0,0,0
1205,1,0,0,0,0
1206,1,0,0,0,0
1207,1,0,0,0,0
1208,1,0,0,0,0
1209,1,0,0,0,0
1210,1,0,0,0,0
1211,1,0,0,0,0
1212,1,0,0,0,0
1213,1,0,0,0,0
1214,1,0,0,0,0
1215,1,0,0,0,0
1216,1,0,0,0,0
1217,1,0,0,0,0
1218,1,0,0,0,0
1219,1,0,0,0,0
1220,1,0,0,0,0
1221,1,0,0,0,0
1222,1,0,0,0,0
1223,1,0,0,0,0
1224,1,0,0,0,0
1225,1,0,0,0,0
1226,1,0,0,0,0
1227,1,0,0,0,0
1228,1,0,0,0,0
1229,1,0,0,0,0
1230,1,0,0,0,0
1231,1,0,0,0,0
1232,1,0,0,0,0
1233,1,0,0,0,0
1234,1,0,0,0,0
1235,1,0,0,0,0
1236,1,0,0,0,0
1237,1,0,0,0,0
1238,1,0,0,0,0
1239,1,0,0,0,0
1240,1,0,0,0,0
1241,1,0,0,0,0
1242,1,0,0,0,0
1243,1,0,0,0,0
1244,1,0,0,0,0
1245,1,0,0,0,0
1246,1,0,0,0,0
1247,1,0,0,0,0
1248,1,0,0,0,0
1249,1,0,0,0,0
1250,1,0,0,0,0
1251,1,0,0,0,0
1252,1,0,0,0,0
1253,1,0,0,0,0
1254,1,0,0,0,0
1255,1,0,0,0,0
1256,1,0,0,0,0
1257,1,0,0,0,0
1258,1,0,0,0,0
1259,1,0,0,0,0
1260,1,0,0,0,0
1261,1,0,0,0,0
1262,1,0,0,0,0
1263,1,0,0,0,0
1264,1,0,0,0,0
1265,1,0,0,0,0
1266,1,0,0,0,0
1267,1,0,0,0,0
1268,1,0,0,0,0
1269,1,0,0,0,0
1270,1,0,0,0,0
1271,1,0,0,0,0
1272,1,0,0,0,0
1273,1,0,0,0,0
1274,1,0,0,0,0
1275,1,0,0,0,0
1276,1,0,0,0,0
1277,1,0,0,0,0
1278,1,0,0,0,0
1279,1,0,0,0,0
1280,1,0,0,0,0
1281,1,0,0,0,0
1282,1,0,0,0,0
1283,1,0,0,0,0
1284,1,0,0,0,0
1285,1,0,0,0,0
1286,1,0,0,0,0
1287,1,0,0,0,0
1288,1,0,0,0,0
1289,1,0,0,0,0
1290,1,0,0,0,0
1291,1,0,0,0,0
1292,1,0,0,0,0
1293,1,0,0,0,0
1294,1,0,0,0,0
1295,1,0,0,0,0
1296,1,0,0,0,0
1297,1,0,0,0,0
1298,1,0,0,0,0
1299,1,0,0,0,0
1300,1,0,0,0,0
1301,1,0,0,0,0
1302,1,0,0,0,0
1303,1,0,0,0,0
1304,1,0,0,0,0
1305,1,0,0,0,0
1306,1,0,0,0,0
1307,1,0,0,0,0
1308,1,0,0,0,0
1309,1,0,0,0,0
1310,1,0,0,0,0
1311,1,0,0,0,0
1312,1,0,0,0,0
1313,1,0,0,0,0
1314,1,0,0,0,0
1315,1,0,0,0,0
1316,1,0,0,0,0
1317,1,0,0,0,0
1318,1,0,0,0,0
1319,1,0,0,0,0
1320,1,0,0,0,0
1321,1,0,0,0,0
1322,1,0,0,0,0
1323,1,0,0,0,0
1324,1,0,0,0,0
1325,1,0,0,0,0
1326,1,0,0,0,0
1327,1,0,0,0,0
1328,1,0,0,0,0
1329,1,0,0,0,0
1330,1,0,0,0,0
1331,1,0,0,0,0
1332,1,0,0,0,0
1333,1,0,0,0,0
1334,1,0,0,0,0
1335,1,0,0,0,0
1336,0,0,0,0,1
1337,0,0,0,0,1
1338,0,0,0,0,1
1339,0,0,0,0,1
1340,0,0,0,0,1
1341,0,0,0,0,1
1342,0,0,0,0,1
1343,0,0,0,0,1
1344,0,0,0,0,1
1345,0,0,0,0,1
1346,0,0,0,0,1
1347,0,0,0,0,1
1348,0,0,0,0,1
1349,0,0,0,0,1
1350,0,0,0,0,1
1351,0,0,0,0,1
1352,0,0,0,0,1
1353,0,0,0,0,1
1354,0,0,0,0,1
1355,0,0,0,0,1
1356,0,0,0,0,1
1357,0,0,0,0,1
1358,0,0,0,0,1
1359,0,0,0,0,1
1360,0,0,0,0,1
1361,0,0,0,0,1
1362,0,0,0,0,1
1363,0,0,0,0,1
1364,0,0,0,0,1
1365,0,0,0,0,1
1366,0,0,0,0,1
1367,0,0,0,0,1
1368,0,0,0,0,1
1369,0,0,0,0,1
1370,0,0,0,0,1
1371,0,0,0,0,1
1372,0,0,0,0,1
1373,0,0,0,0,1
1374,0,0,0,0,1
1375,0,0,0,0,1
1376,0,0,0,0,1
1377,0,0,0,0,1
1378,0,0,0,0,1
1379,1,0,0,0,0
1380,1,0,0,0,0
1381,1,0,0,0,0
1382,1,0,0,0,0
1383,1,0,0,0,0
1384,1,0,0,0,0
1385,1,0,0,0,0
1386,1,0,0,0,0
1387,1,0,0,0,0
1388,1,0,0,0,0
1389,1,0,0,0,0
1390,1,0,0,0,0
1391,1,0,0,0,0
1392,1,0,0,0,0
1393,1,0,0,0,0
1394,1,0,0,0,0
1395,1,0,0,0,0
1396,1,0,0,0,0
1397,1,0,0,0,0
1398,1,0,0,0,0
1399,1,0,0,0,0
1400,1,0,0,0,0
1401,1,0,0,0,0
1402,1,0,0,0,0
1403,1,0,0,0,0
1404,1,0,0,0,0
1405,1,0,0,0,0
1406,1,0,0,0,0
1407,1,0,0,0,0
1408,1,0,0,0,0
1409,1,0,0,0,0
1410,1,0,0,0,0
1411,1,0,0,0,0
1412,1,0,0,0,0
1413,1,0,0,0,0
1414,1,0,0,0,0
1415,1,0,0,0,0
1416,1,0,0,0,0
1417,1,0,0,0,0
1418,1,0,0,0,0
1419,1,0,0,0,0
1420,1,0,0,0,0
1421,1,0,0,0,0
1422,1,0,0,0,0
1423,1,0,0,0,0
1424,1,0,0,0,0
1425,1,0,0,0,0
1426,1,0,0,0,0
1427,1,0,0,0,0
1428,1,0,0,0,0
1429,1,0,0,0,0
1430,1,0,0,0,0
1431,1,0,0,0,0
1432,1,0,0,0,0
1433,1,0,0,0,0
1434,1,0,0,0,0
1435,1,0,0,0,0
1436,1,0,0,0,0
1437,1,0,0,0,0
1438,1,0,0,0,0
1439,1,0,0,0,0
1440,1,0,0,0,0
1441,1,0,0,0,0
1442,1,0,0,0,0
1443,1,0,0,0,0
1444,1,0,0,0,0
1445,1,0,0,0,0
1446,1,0,0,0,0
1447,1,0,0,0,0
1448,1,0,0,0,0
1449,1,0,0,0,0
1450,1,0,0,0,0
1451,1,0,0,0,0
1452,1,0,0,0,0
1453,1,0,0,0,0
1454,1,0,0,0,0
1455,1,0,0,0,0
1456,1,0,0,0,0
1457,1,0,0,0,0
1458,1,0,0,0,0
1459,1,0,0,0,0
1460,1,0,0,0,0
1461,1,0,0,0,0
1462,1,0,0,0,0
1463,1,0,0,0,0
1464,1,0,0,0,0
1465,1,0,0,0,0
1466,1,0,0,0,0
1467,1,0,0,0,0
1468,1,0,0,0,0
1469,1,0,0,0,0
1470,1,0,0,0,0
1471,1,0,0,0,0
1472,1,0,0,0,0
1473,1,0,0,0,0
1474,1,0,0,0,0
1475,1,0,0,0,0
1476,1,0,0,0,0
1477,1,0,0,0,0
1478,1,0,0,0,0
1479,1,0,0,0,0
1480,1,0,0,0,0
1481,1,0,0,0,0
1482,1,0,0,0,0
1483,1,0,0,0,0
1484,1,0,0,0,0
1485,1,0,0,0,0
1486,1,0,0,0,0
1487,1,0,0,0,0
1488,1,0,0,0,0
1489,1,0,0,0,0
1490,1,0,0,0,0
1491,1,0,0,0,0
1492,1,0,0,0,0
1493,1,0,0,0,0
1494,1,0,0,0,0
1495,1,0,0,0,0
1496,1,0,0,0,0
1497,1,0,0,0,0
1498,1,0,0,0,0
1499,0,1,0,0,0
1500,0,1,0,0,0
1501,0,1,0,0,0
1502,0,1,0,0,0
1503,0,1,0,0,0
1504,0,1,0,0,0
1505,0,1,0,0,0
1506,0,1,0,0,0
1507,0,1,0,0,0
1508,0,1,0,0,0
1509,0,1,0,0,0
1510,0,1,0,0,0
1511,0,1,0,0,0
1512,0,1,0,0,0
1513,0,1,0,0,0
1514,0,1,0,0,0
1515,0,1,0,0,0
1516,0,1,0,0,0
1517,0,1,0,0,0
1518,0,1,0,0,0
1519,0,1,0,0,0
1520,0,1,0,0,0
1521,0,1,0,0,0
1522,0,1,0,0,0
1523,0,1,0,0,0
1524,0,1,0,0,0
1525,0,1,0,0,0
1526,0,1,0,0,0
1527,0,1,0,0,0
1528,0,1,0,0,0
1529,0,1,0,0,0
1530,0,1,0,0,0
1531,0,1,0,0,0
1532,0,1,0,0,0
1533,0,1,0,0,0
1534,0,1,0,0,0
1535,0,1,0,0,0
1536,0,1,0,0,0
1537,0,1,0,0,0
1538,0,1,0,0,0
1539,0,1,0,0,0
1540,0,1,0,0,0
1541,0,1,0,0,0
1542,0,1,0,0,0
1543,0,1,0,0,0
1544,0,1,0,0,0
1545,0,1,0,0,0
1546,0,1,0,0,0
1547,0,1,0,0,0
1548,0,0,0,1,0
1549,0,0,0,1,0
1550,0,0,0,1,0
1551,0,0,0,1,0
1552,0,0,0,1,0
1553,0,0,0,1,0
1554,0,0,0,1,0
1555,0,0,0,1,0
1556,0,0,0,1,0
1557,0,0,0,1,0
1558,1,0,0,0,0
1559,1,0,0,0,0
1560,1,0,0,0,0
1561,1,0,0,0,0
1562,1,0,0,0,0
1563,1,0,0,0,0
1564,1,0,0,0,0
1565,1,0,0,0,0
1566,1,0,0,0,0
1567,1,0,0,0,0
1568,1,0,0,0,0
1569,1,0,0,0,0
1570,1,0,0,0,0
1571,1,0,0,0,0
1572,1,0,0,0,0
1573,1,0,0,0,0
1574,1,0,0,0,0
1575,1,0,0,0,0
1576,1,0,0,0,0
1577,1,0,0,0,0
1578,1,0,0,0,0
1579,1,0,0,0,0
1580,1,0,0,0,0
1581,1,0,0,0,0
1582,1,0,0,0,0
1583,1,0,0,0,0
1584,1,0,0,0,0
1585,1,0,0,0,0
1586,1,0,0,0,0
1587,1,0,0,0,0
1588,1,0,0,0,0
1589,1,0,0,0,0
1590,1,0,0,0,0
1591,1,0,0,0,0
1592,1,0,0,0,0
1593,1,0,0,0,0
1594,1,0,0,0,0
1595,1,0,0,0,0
1596,1,0,0,0,0
1597,1,0,0,0,0
1598,1,0,0,0,0
1599,1,0,0,0,0
1600,1,0,0,0,0
1601,1,0,0,0,0
1602,1,0,0,0,0
1603,1,0,0,0,0
1604,1,0,0,0,0
1605,1,0,0,0,0
1606,1,0,0,0,0
1607,1,0,0,0,0
1608,1,0,0,0,0
1609,1,0,0,0,0
1610,1,0,0,0,0
1611,1,0,0,0,0
1612,1,0,0,0,0
1613,1,0,0,0,0
1614,1,0,0,0,0
1615,1,0,0,0,0
1616,1,0,0,0,0
1617,1,0,0,0,0
1618,1,0,0,0,0
1619,1,0,0,0,0
1620,1,0,0,0,0
1621,1,0,0,0,0
1622,1,0,0,0,0
1623,1,0,0,0,0
1624,1,0,0,0,0
1625,1,0,0,0,0
1626,1,0,0,0,0
1627,1,0,0,0,0
1628,1,0,0,0,0
1629,1,0,0,0,0
1630,1,0,0,0,0
1631,1,0,0,0,0
1632,1,0,0,0,0
1633,1,0,0,0,0
1634,1,0,0,0,0
1635,1,0,0,0,0
1636,1,0,0,0,0
1637,1,0,0,0,0
1638,1,0,0,0,0
1639,1,0,0,0,0
1640,1,0,0,0,0
1641,1,0,0,0,0
1642,1,0,0,0,0
1643,1,0,0,0,0
1644,1,0,0,0,0
1645,1,0,0,0,0
1646,1,0,0,0,0
1647,1,0,0,0,0
1648,1,0,0,0,0
1649,1,0,0,0,0
1650,1,0,0,0,0
1651,0,0,0,0,1
1652,0,0,0,0,1
1653,0,0,0,0,1
1654,0,0,0,0,1
1655,0,0,0,0,1
1656,0,0,0,0,1
1657,0,0,0,0,1
1658,0,0,0,0,1
1659,0,0,0,0,1
1660,0,0,0,0,1
1661,0,0,0,0,1
1662,0,0,0,0,1
1663,0,0,0,0,1
1664,0,0,0,0,1
1665,0,0,0,0,1
1666,0,0,0,0,1
1667,0,0,0,0,1
1668,0,0,0,0,1
1669,0,0,0,0,1
1670,0,0,0,0,1
1671,0,0,0,0,1
1672,0,0,0,0,1
1673,0,0,0,0,1
1674,0,0,0,0,1
1675,0,0,0,0,1
1676,0,0,0,0,1
1677,0,1,0,0,0
1678,0,1,0,0,0
1679,0,1,0,0,0
1680,0,1,0,0,0
1681,0,1,0,0,0
1682,0,1,0,0,0
1683,0,1,0,0,0
1684,0,1,0,0,0
1685,0,1,0,0,0
1686,0,1,0,0,0
1687,0,1,0,0,0
1688,0,1,0,0,0
1689,0,1,0,0,0
1690,0,1,0,0,0
1691,0,1,0,0,0
1692,0,1,0,0,0
1693,0,1,0,0,0
1694,0,1,0,0,0
1695,0,1,0,0,0
1696,0,1,0,0,0
1697,0,1,0,0,0
1698,0,1,0,0,0
1699,0,1,0,0,0
1700,0,1,0,0,0
1701,0,1,0,0,0
1702,0,1,0,0,0
1703,0,1,0,0,0
1704,0,1,0,0,0
1705,1,0,0,0,0
1706,1,0,0,0,0
1707,1,0,0,0,0
1708,1,0,0,0,0
1709,1,0,0,0,0
1710,1,0,0,0,0
1711,1,0,0,0,0
1712,1,0,0,0,0
1713,1,0,0,0,0
1714,1,0,0,0,0
1715,1,0,0,0,0
1716,1,0,0,0,0
1717,1,0,0,0,0
1718,1,0,0,0,0
1719,1,0,0,0,0
1720,1,0,0,0,0
1721,1,0,0,0,0
1722,1,0,0,0,0
1723,1,0,0,0,0
1724,1,0,0,0,0
1725,1,0,0,0,0
1726,1,0,0,0,0
1727,1,0,0,0,0
1728,1,0,0,0,0
1729,1,0,0,0,0
1730,1,0,0,0,0
1731,1,0,0,0,0
1732,1,0,0,0,0
1733,1,0,0,0,0
1734,1,0,0,0,0
1735,1,0,0,0,0
1736,1,0,0,0,0
1737,1,0,0,0,0
1738,1,0,0,0,0
1739,1,0,0,0,0
1740,1,0,0,0,0
1741,1,0,0,0,0
1742,1,0,0,0,0
1743,1,0,0,0,0
1744,1,0,0,0,0
1745,1,0,0,0,0
1746,1,0,0,0,0
1747,1,0,0,0,0
1748,1,0,0,0,0
1749,1,0,0,0,0
1750,1,0,0,0,0
1751,1,0,0,0,0
1752,1,0,0,0,0
1753,1,0,0,0,0
1754,1,0,0,0,0
1755,1,0,0,0,0
1756,1,0,0,0,0
1757,1,0,0,0,0
1758,1,0,0,0,0
1759,1,0,0,0,0
1760,1,0,0,0,0
1761,1,0,0,0,0
1762,1,0,0,0,0
1763,1,0,0,0,0
1764,1,0,0,0,0
1765,1,0,0,0,0
1766,1,0,0,0,0
1767,1,0,0,0,0
1768,1,0,0,0,0
1769,1,0,0,0,0
1770,1,0,0,0,0
1771,1,0,0,0,0
1772,1,0,0,0,0
1773,1,0,0,0,0
1774,1,0,0,0,0
1775,1,0,0,0,0
1776,1,0,0,0,0
1777,1,0,0,0,0
1778,1,0,0,0,0
1779,1,0,0,0,0
1780,1,0,0,0,0
1781,1,0,0,0,0
1782,1,0,0,0,0
1783,1,0,0,0,0
1784,1,0,0,0,0
1785,1,0,0,0,0
1786,1,0,0,0,0
1787,1,0,0,0,0
1788,1,0,0,0,0
1789,1,0,0,0,0
1790,1,0,0,0,0
1791,1,0,0,0,0
1792,1,0,0,0,0
1793,1,0,0,0,0
1794,0,0,0,0,1
1795,0,0,0,0,1
1796,0,0,0,0,1
1797,0,0,0,0,1
1798,0,0,0,0,1
1799,0,0,0,0,1
1800,0,0,0,0,1
1801,0,0,0,0,1
1802,0,0,0,0,1
1803,0,0,0,0,1
1804,0,0,0,0,1
1805,0,0,0,0,1
1806,0,0,0,0,1
1807,0,0,0,0,1
1808,0,0,0,0,1
1809,0,0,0,0,1
1810,0,0,0,0,1
1811,0,0,0,0,1
1812,0,0,0,0,1
1813,0,0,0,0,1
1814,0,0,0,0,1
1815,0,0,0,0,1
1816,0,0,0,0,1
1817,0,0,0,0,1
1818,0,0,0,0,1
1819,0,0,0,0,1
1820,0,0,0,0,1
1821,0,0,0,0,1
1822,0,0,0,0,1
1823,0,0,0,0,1
1824,0,0,0,0,1
1825,0,0,0,0,1
1826,0,0,0,0,1
1827,0,0,0,0,1
1828,0,0,0,0,1
1829,0,0,0,0,1
1830,0,0,0,0,1
1831,0,0,0,0,1
1832,0,0,0,0,1
1833,0,0,0,0,1
1834,0,0,0,0,1
1835,0,0,0,0,1
1836,0,0,0,0,1
1837,0,0,0,0,1
1838,0,0,0,0,1
1839,0,0,0,0,1
1840,0,0,0,0,1
1841,0,0,0,0,1
1842,0,0,0,0,1
1843,0,0,0,0,1
1844,0,0,0,0,1
1845,0,0,0,0,1
1846,0,0,0,0,1
1847,0,0,0,0,1
1848,0,0,0,0,1
1849,0,0,0,0,1
1850,0,0,0,0,1
1851,0,0,0,0,1
1852,0,0,0,0,1
1853,0,0,0,0,1
1854,0,0,0,0,1
1855,0,0,0,0,1
1856,0,0,0,0,1
1857,0,0,0,0,1
1858,0,0,0,0,1
1859,0,0,0,0,1
1860,0,0,0,0,1
1861,0,0,0,0,1
1862,0,0,0,0,1
1863,0,0,0,0,1
1864,0,0,0,0,1
1865,0,0,0,0,1
1866,0,0,0,0,1
1867,0,0,0,0,1
1868,0,0,0,0,1
1869,0,0,0,0,1
1870,0,0,0,0,1
1871,0,0,0,0,1
1872,0,0,0,0,1
1873,0,0,0,0,1
1874,0,0,0,0,1
1875,0,0,0,0,1
1876,0,0,0,0,1
1877,0,0,0,0,1
1878,0,0,0,0,1
1879,0,0,0,0,1
1880,0,0,0,0,1
1881,0,0,0,0,1
1882,0,0,0,0,1
1883,0,0,0,0,1
1884,0,0,0,0,1
1885,0,0,0,0,1
1886,0,0,0,0,1
1887,0,0,0,0,1
1888,0,0,0,0,1
1889,0,0,0,0,1
1890,0,0,0,0,1
1891,0,0,0,0,1
1892,0,0,0,0,1
1893,0,0,0,0,1
1894,0,0,0,0,1
1895,0,0,0,0,1
1896,1,0,0,0,0
1897,1,0,0,0,0
1898,1,0,0,0,0
1899,1,0,0,0,0
1900,1,0,0,0,0
1901,1,0,0,0,0
1902,1,0,0,0,0
1903,1,0,0,0,0
1904,1,0,0,0,0
1905,1,0,0,0,0
1906,1,0,0,0,0
1907,1,0,0,0,0
1908,1,0,0,0,0
1909,1,0,0,0,0
1910,1,0,0,0,0
1911,1,0,0,0,0
1912,1,0,0,0,0
1913,1,0,0,0,0
1914,1,0,0,0,0
1915,0,1,0,0,0
1916,0,1,0,0,0
1917,0,1,0,0,0
1918,0,1,0,0,0
1919,0,1,0,0,0
1920,0,1,0,0,0
1921,0,1,0,0,0
1922,0,1,0,0,0
1923,0,1,0,0,0
1924,0,1,0,0,0
1925,0,1,0,0,0
1926,0,1,0,0,0
1927,0,1,0,0,0
1928,0,1,0,0,0
1929,0,1,0,0,0
1930,0,1,0,0,0
1931,0,1,0,0,0
1932,0,1,0,0,0
1933,0,1,0,0,0
1934,0,1,0,0,0
1935,0,1,0,0,0
1936,0,1,0,0,0
1937,0,1,0,0,0
1938,0,1,0,0,0
1939,0,1,0,0,0
1940,0,1,0,0,0
1941,0,1,0,0,0
1942,1,0,0,0,0
1943,1,0,0,0,0
1944,1,0,0,0,0
1945,1,0,0,0,0
1946,1,0,0,0,0
1947,1,0,0,0,0
1948,1,0,0,0,0
1949,1,0,0,0,0
1950,1,0,0,0,0
1951,1,0,0,0,0
1952,1,0,0,0,0
1953,1,0,0,0,0
1954,1,0,0,0,0
1955,1,0,0,0,0
1956,1,0,0,0,0
1957,1,0,0,0,0
1958,1,0,0,0,0
1959,1,0,0,0,0
1960,1,0,0,0,0
1961,1,0,0,0,0
1962,1,0,0,0,0
1963,1,0,0,0,0
1964,1,0,0,0,0
1965,1,0,0,0,0
1966,1,0,0,0,0
1967,1,0,0,0,0
1968,1,0,0,0,0
1969,1,0,0,0,0
1970,1,0,0,0,0
1971,1,0,0,0,0
1972,1,0,0,0,0
1973,1,0,0,0,0
1974,1,0,0,0,0
1975,1,0,0,0,0
1976,1,0,0,0,0
1977,1,0,0,0,0
1978,1,0,0,0,0
1979,1,0,0,0,0
1980,1,0,0,0,0
1981,1,0,0,0,0
1982,1,0,0,0,0
1983,1,0,0,0,0
1984,1,0,0,0,0
1985,1,0,0,0,0
1986,1,0,0,0,0
1987,1,0,0,0,0
1988,1,0,0,0,0
1989,1,0,0,0,0
1990,1,0,0,0,0
1991,1,0,0,0,0
1992,1,0,0,0,0
1993,1,0,0,0,0
1994,1,0,0,0,0
1995,1,0,0,0,0
1996,1,0,0,0,0
1997,1,0,0,0,0
1998,1,0,0,0,0
1999,1,0,0,0,0
2000,1,0,0,0,0
2001,1,0,0,0,0
2002,1,0,0,0,0
2003,1,0,0,0,0
2004,1,0,0,0,0
2005,1,0,0,0,0
2006,1,0,0,0,0
2007,1,0,0,0,0
2008,1,0,0,0,0
2009,1,0,0,0,0
2010,1,0,0,0,0
2011,1,0,0,0,0
2012,1,0,0,0,0
2013,1,0,0,0,0
2014,1,0,0,0,0
2015,1,0,0,0,0
2016,1,0,0,0,0
2017,1,0,0,0,0
2018,1,0,0,0,0
2019,1,0,0,0,0
2020,1,0,0,0,0
2021,1,0,0,0,0
2022,1,0,0,0,0
2023,0,0,0,0,1
2024,0,0,0,0,1
2025,0,0,0,0,1
2026,0,0,0,0,1
2027,0,0,0,0,1
2028,0,0,0,0,1
2029,0,0,0,0,1
2030,0,0,0,0,1
2031,0,0,0,0,1
2032,0,0,0,0,1
2033,0,0,0,0,1
2034,0,0,0,0,1
2035,0,0,0,0,1
2036,0,0,0,0,1
2037,0,0,0,0,1
2038,0,0,0,0,1
2039,0,0,0,0,1
2040,0,0,0,0,1
2041,0,0,0,0,1
2042,0,0,0,0,1
2043,0,0,0,0,1
2044,0,0,0,0,1
2045,0,0,0,0,1
2046,0,0,0,0,1
2047,0,0,0,0,1
2048,0,0,0,0,1
2049,1,0,0,0,0
2050,1,0,0,0,0
2051,1,0,0,0,0
2052,1,0,0,0,0
2053,1,0,0,0,0
2054,1,0,0,0,0
2055,1,0,0,0,0
2056,1,0,0,0,0
2057,1,0,0,0,0
2058,1,0,0,0,0
2059,1,0,0,0,0
2060,1,0,0,0,0
2061,1,0,0,0,0
2062,1,0,0,0,0
2063,1,0,0,0,0
2064,1,0,0,0,0
2065,1,0,0,0,0
2066,1,0,0,0,0
2067,1,0,0,0,0
2068,1,0,0,0,0
2069,1,0,0,0,0
2070,1,0,0,0,0
2071,1,0,0,0,0
2072,1,0,0,0,0
2073,1,0,0,0,0
2074,1,0,0,0,0
2075,1,0,0,0,0
2076,1,0,0,0,0
2077,1,0,0,0,0
2078,1,0,0,0,0
2079,1,0,0,0,0
2080,1,0,0,0,0
2081,1,0,0,0,0
2082,1,0,0,0,0
2083,1,0,0,0,0
2084,1,0,0,0,0
2085,1,0,0,0,0
2086,1,0,0,0,0
2087,1,0,0,0,0
2088,1,0,0,0,0
2089,1,0,0,0,0
2090,1,0,0,0,0
2091,1,0,0,0,0
2092,1,0,0,0,0
2093,0,1,0,0,0
2094,0,1,0,0,0
2095,0,1,0,0,0
2096,0,1,0,0,0
2097,0,1,0,0,0
2098,0,1,0,0,0
2099,0,1,0,0,0
2100,0,1,0,0,0
2101,0,1,0,0,0
2102,0,1,0,0,0
2103,0,1,0,0,0
2104,0,1,0,0,0
2105,0,1,0,0,0
2106,0,1,0,0,0
2107,0,1,0,0,0
2108,0,1,0,0,0
2109,0,1,0,0,0
2110,0,1,0,0,0
2111,0,1,0,0,0
2112,0,1,0,0,0
2113,0,1,0,0,0
2114,0,1,0,0,0
2115,0,1,0,0,0
2116,0,1,0,0,0
2117,0,1,0,0,0
2118,0,1,0,0,0
2119,0,1,0,0,0
2120,0,1,0,0,0
2121,0,1,0,0,0
2122,0,1,0,0,0
2123,0,1,0,0,0
2124,1,0,0,0,0
2125,1,0,0,0,0
2126,1,0,0,0,0
2127,1,0,0,0,0
2128,1,0,0,0,0
2129,1,0,0,0,0
2130,1,0,0,0,0
2131,1,0,0,0,0
2132,1,0,0,0,0
2133,1,0,0,0,0
2134,1,0,0,0,0
2135,1,0,0,0,0
2136,1,0,0,0,0
2137,1,0,0,0,0
2138,1,0,0,0,0
2139,1,0,0,0,0
2140,1,0,0,0,0
2141,1,0,0,0,0
2142,1,0,0,0,0
2143,1,0,0,0,0
2144,1,0,0,0,0
2145,1,0,0,0,0
2146,1,0,0,0,0
2147,1,0,0,0,0
2148,1,0,0,0,0
2149,1,0,0,0,0
2150,1,0,0,0,0
2151,1,0,0,0,0
2152,1,0,0,0,0
2153,1,0,0,0,0
2154,1,0,0,0,0
2155,1,0,0,0,0
2156,1,0,0,0,0
2157,1,0,0,0,0
2158,1,0,0,0,0
2159,1,0,0,0,0
2160,1,0,0,0,0
2161,1,0,0,0,0
2162,1,0,0,0,0
2163,1,0,0,0,0
2164,1,0,0,0,0
2165,1,0,0,0,0
2166,1,0,0,0,0
2167,1,0,0,0,0
2168,1,0,0,0,0
2169,1,0,0,0,0
2170,1,0,0,0,0
2171,1,0,0,0,0
2172,1,0,0,0,0
2173,1,0,0,0,0
2174,1,0,0,0,0
2175,1,0,0,0,0
2176,1,0,0,0,0
2177,1,0,0,0,0
2178,1,0,0,0,0
2179,1,0,0,0,0
2180,1,0,0,0,0
2181,1,0,0,0,0
2182,1,0,0,0,0
2183,1,0,0,0,0
2184,1,0,0,0,0
2185,1,0,0,0,0
2186,1,0,0,0,0
2187,1,0,0,0,0
2188,1,0,0,0,0
2189,1,0,0,0,0
2190,1,0,0,0,0
2191,0,0,0,0,1
2192,0,0,0,0,1
2193,0,0,0,0,1
2194,0,0,0,0,1
2195,0,0,0,0,1
2196,0,0,0,0,1
2197,0,0,0,0,1
2198,0,0,0,0,1
2199,0,0,0,0,1
2200,0,0,0,0,1
2201,0,0,0,0,1
2202,0,0,0,0,1
2203,0,0,0,0,1
2204,0,0,0,0,1
2205,0,0,0,0,1
2206,0,0,0,0,1
2207,0,0,0,0,1
2208,0,0,0,0,1
2209,0,0,0,0,1
2210,0,0,0,0,1
2211,0,0,0,0,1
2212,0,0,0,0,1
2213,0,0,0,0,1
2214,0,0,0,0,1
2215,0,0,0,0,1
2216,0,0,0,0,1
2217,0,0,0,0,1
2218,0,0,0,0,1
2219,0,0,0,0,1
2220,0,0,0,0,1
2221,0,0,0,0,1
2222,0,0,0,0,1
